Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
claude code claude md best practices,36,36,50,31,9.37,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.07,96,"0, 34, 100, 6, 6, 6, 6, 6, 15, 6, 6, 6",2026-07-11,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
nx mcp server,23,23,210,23,0.00,https://mcp.directory/skills/nx-generate,0,0,0.00,0.33,181,"6, 1, 36, 1, 100, 1, 1, 1, 1, 1, 6, 1",2026-06-09,"Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
nx mcp server,30,30,210,23,0.00,https://mcp.directory/skills/nx-generate,0,0,0.00,0.33,181,"6, 1, 36, 1, 100, 1, 1, 1, 1, 1, 6, 1",2026-06-09,"Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
file_search.msearch usage,44,44,70,20,0.00,https://mcp.directory/skills/file-search,0,0,0.00,0,116,"35, 14, 64, 78, 100, 64, 35, 35",2026-07-12,"Video, Related searches, AI overview",informational,Organic
datadog mcp claude code,19,19,50,,7.98,https://mcp.directory/servers/datadog,0,0,0.00,0.07,103,"0, 0, 0, 11, 11, 11, 11, 82, 11, 11, 100, 64",2026-07-12,"Sitelinks, Reviews, Video, Ads bottom, Related searches, AI overview","informational, navigational",Organic
datadog mcp claude code,46,46,50,,7.98,https://mcp.directory/blog/datadog-mcp-complete-guide-2026,0,0,0.00,0.07,103,"0, 0, 0, 11, 11, 11, 11, 82, 11, 11, 100, 64",2026-07-12,"Sitelinks, Reviews, Video, Ads bottom, Related searches, AI overview","informational, navigational",Organic
poke paste,15,15,720,36,0.00,https://mcp.directory/servers/pokepaste,0,0,0.00,0.33,0,"67, 55, 30, 67, 45, 55, 13, 67, 45, 45, 67, 76",2026-06-18,"Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
poke paste,25,25,720,36,0.00,https://mcp.directory/blog/pokepaste-mcp-complete-guide-2026,0,0,0.00,0.33,0,"67, 55, 30, 67, 45, 55, 13, 67, 45, 45, 67, 76",2026-06-18,"Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
trello cli,20,20,50,8,0.00,https://mcp.directory/skills/trello,0,0,0.00,0.33,104,"11, 11, 11, 11, 11, 11, 11, 0, 11, 100, 64, 64",2026-07-19,"Sitelinks, Reviews, Video, Related searches",informational,Organic
azure ai projects,29,29,70,29,5.53,https://mcp.directory/skills/azure-ai-projects-dotnet,0,0,0.00,0.06,122,"64, 64, 100, 64, 64, 5, 0, 5, 41, 0, 5, 5",2026-07-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
mcp salesforce,35,35,170,41,11.36,https://mcp.directory/servers/salesforce,0,0,0.00,0.1,108,"65, 65, 100, 80, 80, 53, 65, 34, 34, 34, 42, 65",2026-06-04,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
touchdesigner mcp,12,12,70,12,0.00,https://mcp.directory/servers/touchdesigner,0,0,0.00,0.33,88,"6, 15, 6, 6, 6, 21, 21, 6, 6, 6, 100, 53",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
touchdesigner mcp,26,26,70,12,0.00,https://mcp.directory/servers/td,0,0,0.00,0.33,88,"6, 15, 6, 6, 6, 21, 21, 6, 6, 6, 100, 53",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
touchdesigner mcp,49,49,70,12,0.00,https://mcp.directory/blog,0,0,0.00,0.33,88,"6, 15, 6, 6, 6, 21, 21, 6, 6, 6, 100, 53",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
fireflies mcp server,44,44,70,14,0.00,https://mcp.directory/blog,0,0,0.00,0.33,113,"45, 45, 45, 45, 100, 45, 45, 27, 45, 63, 45, 63",2026-07-02,"Reviews, Video, Related searches",informational,Organic
jina ai reader url format r.jina.ai,55,0,90,33,0.00,https://mcp.directory/skills/jina-ai,0,0,0.00,0,130,100,2026-07-24,"Reviews, Video, Video Carousel, People also ask, Discussions and forums","informational, transactional",Organic
evaluate the software company penpot on ai ux design,34,34,50,22,0.00,https://mcp.directory/skills/penpot-uiux-design,0,0,0.00,0,9410,"23, 100, 66, 42, 19, 0, 0, 0, 0",2026-06-29,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
claude skills database,34,34,70,51,11.69,https://mcp.directory/skills,0,0,0.00,0.05,127,"0, 0, 0, 0, 0, 2, 0, 5, 12, 43, 100, 53",2026-07-05,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Related searches",informational,Organic
linkedin mcp for claude,48,48,70,,3.76,https://mcp.directory/servers/linkedin-api,0,0,0.00,0.38,102,"0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 52",2026-07-05,"Sitelinks, Reviews, Video, Related searches, Ads middle, AI overview",informational,Organic
apollo.io mcp,29,29,70,35,0.00,https://mcp.directory/skills/apollo-io,0,0,0.00,0.01,90,"11, 15, 0, 11, 0, 19, 0, 0, 26, 65, 100, 100",2026-07-05,"Reviews, Video, Related searches",transactional,Organic
mcp for data analysis,26,26,30,27,5.60,https://mcp.directory/categories/analytics-data,0,0,0.00,0.55,59,"14, 100, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2026-06-22,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
best mcp tools,23,23,30,40,4.70,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.34,181,"100, 100, 100, 28, 42, 28, 28, 28, 28, 28, 28, 28",2026-06-15,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, Ads middle, AI overview","commercial, informational",Organic
7context,45,45,260,22,0.00,https://mcp.directory/servers/context7,0,0,0.00,0.01,148000,"0, 30, 30, 100, 30, 30, 0, 0, 6, 0, 0, 0",2026-06-26,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
vscode-mcp-server,35,35,50,53,11.25,https://mcp.directory/servers/vs-code,0,0,0.00,0.01,89,"3, 0, 0, 3, 0, 100, 0, 3, 0, 80, 80, 3",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, Related searches","commercial, informational",Organic
best cursor mcp,34,34,90,13,0.00,https://mcp.directory/clients/cursor,0,0,0.00,0.02,115,"100, 100, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic
chrome devtools mcp server,18,18,210,58,8.29,https://mcp.directory/servers/chrome-devtools,0,0,0.00,0.04,100,"0, 0, 10, 2, 100, 66, 82, 66, 66, 66, 82, 66",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cargo mcp,67,67,40,26,0.00,https://mcp.directory/servers/freightutils-mcp,0,0,0.00,0.33,205,"100, 18, 36, 18, 18, 100, 18, 18, 18, 18, 18, 18",2026-07-15,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
consult7,72,72,50,22,0.00,https://mcp.directory/servers/context7,0,0,0.00,0.33,125,"0, 100, 100, 9, 9, 9, 9, 9, 9, 9, 9, 9",2026-06-30,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
vs code mcp extension,29,29,210,38,6.11,https://mcp.directory/servers/vs-code,0,0,0.00,0.01,109,"6, 18, 18, 81, 100, 66, 66, 44, 28, 15, 6, 8",2026-06-29,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview","commercial, informational",Organic
deepsource,17,17,320,55,10.02,https://mcp.directory/servers/deepsource,0,0,0.00,0.41,103,"54, 44, 36, 36, 29, 44, 36, 29, 29, 36, 19, 29",2026-06-25,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
deepsource,18,18,320,55,10.02,https://mcp.directory/servers/deepsource,0,0,0.00,0.41,103,"54, 44, 36, 36, 29, 44, 36, 29, 29, 36, 19, 29",2026-06-25,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
notebooklm mcp,37,37,590,34,6.97,https://mcp.directory/blog/notebooklm-mcp-complete-guide-2026,0,0,0.00,0.03,105,"5, 4, 0, 36, 0, 7, 4, 5, 41, 54, 100, 41",2026-06-28,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
tavily client,18,18,260,47,5.59,https://mcp.directory/skills/tavily-search,0,0,0.00,0.2,105,"35, 81, 18, 100, 54, 54, 18, 18, 54, 54, 18, 35",2026-06-05,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
typescript skills,27,27,170,10,0.00,https://mcp.directory/skills/typescript-best-practices,0,0,0.00,0.03,128,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 100",2026-06-13,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cline auto approve,17,17,40,29,0.00,https://mcp.directory/clients/cline,0,0,0.00,0.33,107,"81, 18, 18, 18, 100, 18, 18, 63, 18, 18, 18, 18",2026-06-21,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is openalex,40,40,70,37,0.00,https://mcp.directory/skills/openalex-database,0,0,0.00,0.33,107,"2, 2, 0, 100, 0, 2, 0, 0, 2, 0, 0, 2",2026-06-29,"Video, People also ask, Related searches, AI overview",informational,Organic
upstash mcp,8,8,90,26,0.00,https://mcp.directory/publishers/upstash,0,0,0.00,0.33,92,"22, 66, 100, 10, 4, 4, 4, 4, 4, 4, 4, 4",2026-06-06,Related searches,"navigational, transactional",Organic
claude code mcp tools,31,31,70,53,0.00,https://mcp.directory/tools,0,0,0.00,0.04,108,"11, 29, 52, 11, 11, 11, 52, 29, 52, 100, 29, 52",2026-06-21,"Sitelinks, Video, Related searches, AI overview",informational,Organic
ui ux promax,23,23,140,5,4.66,https://mcp.directory/skills/ui-ux-pro-max,0,0,0.00,0.12,111,"0, 0, 0, 0, 0, 0, 0, 2, 54, 0, 36, 100",2026-07-10,"Reviews, Video, Video Carousel, Related searches",informational,Organic
apidog mcp server,15,15,90,21,5.90,https://mcp.directory/compare/a2amcp-vs-apidog,0,0,0.00,0.15,104,"23, 35, 53, 100, 5, 5, 5, 5, 5, 7, 5, 5",2026-06-09,"Video, Ads top, Video Carousel, Related searches, Ads middle",transactional,Organic
apidog mcp server,33,33,90,21,5.90,https://mcp.directory/compare/a2amcp-vs-apidog,0,0,0.00,0.15,104,"23, 35, 53, 100, 5, 5, 5, 5, 5, 7, 5, 5",2026-06-09,"Video, Ads top, Video Carousel, Related searches, Ads middle",transactional,Organic
serena claude code,31,31,210,42,16.66,https://mcp.directory/servers/serena,0,0,0.00,0.02,124,"0, 3, 35, 44, 18, 28, 66, 23, 100, 54, 66, 35",2026-06-30,"Sitelinks, Reviews, Video, Related searches",informational,Organic
duckdb mcp,20,20,390,22,5.79,https://mcp.directory/compare/duckdb-vs-motherduck-duckdb,0,0,0.00,0.04,90,"16, 31, 11, 100, 11, 8, 13, 5, 8, 25, 11, 8",2026-06-16,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
langgraph skills,33,33,90,21,1.45,https://mcp.directory/skills/langgraph-docs,0,0,0.00,0.01,129,"0, 0, 0, 0, 0, 0, 6, 6, 65, 53, 100, 100",2026-06-28,"Sitelinks, Reviews, Video, Related searches",informational,Organic
mcp slack,40,40,110,50,5.44,https://mcp.directory/servers/slack,0,0,0.00,0.03,100,"100, 80, 52, 52, 80, 52, 33, 23, 23, 42, 52, 80",2026-05-31,"Video, Video Carousel, People also ask, Related searches",informational,Organic
brave api free,26,26,110,32,0.83,https://mcp.directory/servers/brave-search,0,0,0.00,0.26,98,"23, 23, 43, 5, 5, 5, 5, 5, 5, 100, 100, 5",2026-06-30,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",navigational,Organic
magic ui mcp server,9,9,50,20,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.05,78,"14, 100, 50, 14, 100, 28, 64, 14, 14, 14, 14, 14",2026-07-07,"Reviews, Video, Related searches",informational,Organic
magic ui mcp server,11,11,50,20,0.00,https://mcp.directory/servers/magic-ui,0,0,0.00,0.05,78,"14, 100, 50, 14, 100, 28, 64, 14, 14, 14, 14, 14",2026-07-07,"Reviews, Video, Related searches",informational,Organic
magic ui mcp server,45,45,50,20,0.00,https://mcp.directory/compare/magic-vs-magic-ui,0,0,0.00,0.05,78,"14, 100, 50, 14, 100, 28, 64, 14, 14, 14, 14, 14",2026-07-07,"Reviews, Video, Related searches",informational,Organic
magic ui mcp server,65,65,50,20,0.00,https://mcp.directory/servers/magic-api,0,0,0.00,0.05,78,"14, 100, 50, 14, 100, 28, 64, 14, 14, 14, 14, 14",2026-07-07,"Reviews, Video, Related searches",informational,Organic
playwright mco,38,38,30,40,3.76,https://mcp.directory/servers/playwright,0,0,0.00,0.05,104,"27, 45, 81, 100, 81, 0, 0, 0, 0, 45, 0, 0",2026-07-13,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mcp blender,30,30,210,47,0.00,https://mcp.directory/servers/blender,0,0,0.00,0.33,159,"44, 15, 10, 100, 7, 5, 7, 19, 7, 12, 12, 15",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
puppeteer alternative,31,31,50,8,3.63,https://mcp.directory/blog/top-puppeteer-mcp-alternatives,0,0,0.00,0.04,122,"21, 7, 35, 64, 14, 14, 78, 14, 78, 35, 14, 50",2026-07-07,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
canva mcp,47,47,590,43,0.00,https://mcp.directory/compare/context7-vs-canva,0,0,0.00,0.33,100,"11, 11, 25, 25, 16, 31, 16, 13, 25, 37, 100, 52",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, Related searches","navigational, transactional",Organic
czlonkowski/n8n-mcp,3,3,50,,4.36,https://mcp.directory/blog/n8n-mcp-server-complete-guide-2026,0,0,0.00,0.04,99,"7, 5, 0, 0, 0, 0, 28, 5, 100, 5",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,AI overview
czlonkowski/n8n-mcp,9,9,50,,4.36,https://mcp.directory/blog/n8n-mcp-server-complete-guide-2026,0,0,0.00,0.04,99,"7, 5, 0, 0, 0, 0, 28, 5, 100, 5",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
czlonkowski/n8n-mcp,24,24,50,,4.36,https://mcp.directory/servers/n8n,0,0,0.00,0.04,99,"7, 5, 0, 0, 0, 0, 28, 5, 100, 5",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
forcecop keywords,28,28,210,25,0.00,https://mcp.directory/skills/keyword-research,0,0,0.00,0.33,1370,"43, 14, 66, 81, 81, 6, 100, 35, 29, 43, 6, 4",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
forcecop keywords,33,33,210,25,0.00,https://mcp.directory/skills/keyword-research,0,0,0.00,0.33,1370,"43, 14, 66, 81, 81, 6, 100, 35, 29, 43, 6, 4",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
forcecop keywords,98,98,210,25,0.00,https://mcp.directory/blog/claude-keyword-research-skill-guide,0,0,0.00,0.33,1370,"43, 14, 66, 81, 81, 6, 100, 35, 29, 43, 6, 4",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
expo skills,28,28,90,,0.00,https://mcp.directory/skills/react-native-expo,0,0,0.00,0.33,93,"5, 5, 5, 0, 5, 5, 5, 5, 5, 53, 82, 100",2026-06-25,Video,informational,Organic
desktop-commander,18,18,70,37,0.00,https://mcp.directory/servers/desktop-commander,0,0,0.00,0.01,162,"3, 0, 3, 3, 0, 3, 100, 0, 100, 0, 65, 0",2026-06-06,"Sitelinks, Video, People also ask, Related searches",informational,Organic
mcp server salesforce,44,44,110,48,6.15,https://mcp.directory/servers/salesforce,0,0,0.00,0.14,108,"33, 52, 33, 100, 80, 66, 33, 23, 42, 33, 42, 80",2026-06-29,"Reviews, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
ppt mcp,24,24,50,20,0.00,https://mcp.directory/servers/office-powerpoint,0,0,0.00,0.01,119,"5, 5, 100, 5, 5, 5, 5, 5, 5, 5, 5, 5",2026-06-23,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
uvx mcp server fetch,35,35,40,23,0.00,https://mcp.directory/servers/web-fetch,0,0,0.00,0.01,100,"14, 14, 14, 100, 78, 14, 14, 0, 14, 14, 14, 14",2026-07-08,"Reviews, Video, Related searches, AI overview",informational,Organic
context7 mcp official docs,22,22,170,36,0.00,https://mcp.directory/servers/context7,0,0,0.00,0,98,100,2026-07-10,"Reviews, Video, Related searches, AI overview",informational,Organic
context7 mcp official docs,44,44,170,36,0.00,https://mcp.directory/blog/context7-mcp-complete-guide-2026,0,0,0.00,0,98,100,2026-07-10,"Reviews, Video, Related searches, AI overview",informational,Organic
context7 mcp official docs,50,50,170,36,0.00,https://mcp.directory/blog/context7-mcp-complete-guide-2026,0,0,0.00,0,98,100,2026-07-10,"Reviews, Video, Related searches, AI overview",informational,Organic
echarts mcp,16,16,50,4,0.00,https://mcp.directory/servers/echarts,0,0,0.00,0.33,106,"0, 2, 5, 2, 0, 0, 5, 5, 100, 5, 5, 5",2026-06-22,"Reviews, Video, Related searches",informational,Organic
mcp server n8n,32,32,140,32,4.23,https://mcp.directory/servers/n8n,0,0,0.00,0.33,103,"65, 53, 34, 81, 100, 65, 28, 15, 34, 6, 6, 6",2026-07-10,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Ads middle","informational, transactional",Organic
best mcp clients,38,38,40,45,4.47,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.21,133,"22, 100, 100, 77, 22, 77, 11, 22, 22, 22, 22, 22",2026-07-09,"Sitelinks, Reviews, Video, Related searches, Ads middle, AI overview",commercial,Organic
best mcp clients,40,40,40,45,4.47,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.21,133,"22, 100, 100, 77, 22, 77, 11, 22, 22, 22, 22, 22",2026-07-09,"Sitelinks, Reviews, Video, Related searches, Ads middle, AI overview",commercial,Organic
replicate mcp,9,9,110,26,11.02,https://mcp.directory/publishers/replicate,0,0,0.00,0.11,82,"9, 23, 33, 100, 100, 80, 52, 42, 100, 42, 66, 66",2026-06-29,"Sitelinks, Video, Ads bottom, Related searches","informational, navigational",Organic
replicate mcp,52,52,110,26,11.02,https://mcp.directory/blog,0,0,0.00,0.11,82,"9, 23, 33, 100, 100, 80, 52, 42, 100, 42, 66, 66",2026-06-29,"Sitelinks, Video, Ads bottom, Related searches","informational, navigational",Organic
mcp file,39,39,90,37,1.69,https://mcp.directory/servers/coding-file-management,0,0,0.00,0.04,130,"6, 6, 8, 8, 5, 5, 5, 6, 5, 6, 6, 8",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
ado mcp server,36,36,260,49,8.50,https://mcp.directory/servers/azure-devops,0,0,0.00,0.02,129,"0, 43, 22, 66, 22, 35, 35, 35, 43, 100, 100, 100",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
capcut mcp,36,36,70,27,0.00,https://mcp.directory/servers/video-editor,0,0,0.00,0.33,91,"10, 7, 5, 5, 5, 5, 5, 5, 5, 5, 100, 53",2026-07-08,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
instagram mcp,29,29,170,11,0.00,https://mcp.directory/servers/instagram-direct-messages,0,0,0.00,0.01,106,"10, 10, 53, 28, 17, 12, 28, 66, 100, 82, 35, 82",2026-06-22,"Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
kapture browser automation,22,22,110,19,10.00,https://mcp.directory/categories/browser-automation,0,0,0.00,0.36,104,"0, 0, 0, 5, 53, 5, 100, 10, 10, 17, 82, 43",2026-05-31,"Video, Ads bottom, Related searches",informational,Organic
kapture browser automation,48,48,110,19,10.00,https://mcp.directory/skills/browser-automation,0,0,0.00,0.36,104,"0, 0, 0, 5, 53, 5, 100, 10, 10, 17, 82, 43",2026-05-31,"Video, Ads bottom, Related searches",informational,Organic
augment context engine mcp,36,36,50,11,6.14,https://mcp.directory/blog,0,0,0.00,0.04,130,"0, 0, 0, 0, 0, 0, 4, 66, 100, 52, 52, 9",2026-07-06,"Sitelinks, Reviews, Video, Related searches",informational,Organic
codex-mcp-server,9,9,170,22,17.06,https://mcp.directory/clients/codex,0,0,0.00,0.21,130,"0, 0, 5, 2, 17, 82, 66, 53, 43, 66, 82, 100",2026-06-10,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
