Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"context,discovery,model,protocol,research",model context protocol research discovery,Informational,50,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.00,0.00,"AI Overview, Video, Video carousel, Discussions and forums, Related searches",118000000
"context,model,protocol,server",model context protocol server,Informational,260,"0.54,1.00,1.00,0.23,0.66,0.11,0.28,0.35,0.05,0.81,0.81,0.81",79,2.92,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads middle",45200000
"context,model,protocol,servers",model context protocol servers,Informational,590,"0.72,1.00,1.00,0.59,0.59,0.48,0.39,0.17,0.32,0.48,0.39,0.72",72,2.92,0.19,"Sitelinks, AI Overview, Video, People also ask, Related searches",132
"context,explanation,model,protocol,simple",model context protocol simple explanation,Informational,40,"0.00,0.00,1.00,0.09,0.00,0.00,0.81,0.45,0.09,0.18,0.00,0.00",64,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches",171000000
"context,model,protocol,specifications",model context protocol specification,"Informational, Transactional",590,"0.04,0.52,0.07,1.00,0.08,0.03,0.01,0.01,0.01,0.02,0.01,0.16",69,2.22,0.07,"Image, Video, Related searches",61700000
"context,model,protocol,stdio",model context protocol stdio,Informational,50,"0.09,1.00,1.00,0.09,0.09,0.09,0.00,0.09,0.00,0.00,0.00,0.00",40,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Ads bottom",130
"context,model,protocol,support",model context protocol support,Informational,40,"0.14,0.14,0.28,0.28,1.00,0.28,0.14,0.14,0.14,0.14,0.14,0.14",73,0.00,0.05,"Sitelinks, AI Overview, Video, Video carousel, Related searches",132
"context,digital,good,model,protocol,scheme,tool",model context protocol tool schema for digital goods,Informational,720,"0.26,1.00,0.72",19,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",8050000
"context,model,protocol,tutorial",model context protocol tutorial,Informational,170,"1.00,0.82,0.53,0.35,0.35,0.28,0.10,0.05,0.05,0.05,0.05,0.05",60,1.54,0.20,"Video, Video carousel, Related searches",108
"case,context,model,protocol,use",model context protocol use cases,Informational,140,"1.00,0.18,0.23,0.18,0.44,0.23,0.35,0.03,0.03,0.03,0.03,0.05",38,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom",132
"context,model,protocol",model context protocols,Informational,260,"0.06,0.00,0.24,1.00,0.06,0.10,0.04,0.04,0.05,0.00,0.00,0.01",62,2.56,0.15,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",133
"context,model,provider",model context provider,Informational,140,"1.00,1.00,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",54,6.78,0.26,"Image, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches",130
"control,model,protocol",model control protocol,Informational,210,"0.81,1.00,0.66,0.54,0.35,0.29,0.29,0.22,0.22,0.29,0.18,0.22",75,2.47,0.13,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",160
"model,wiki",model wiki,Informational,140,"1.00,0.53,0.19,0.42,0.15,0.35,0.35,0.35,0.35,0.26,0.26,0.42",57,0.00,0.00,"Image, Image pack, Video, Related searches",114
"context,model,protocol",model-context-protocol,Informational,320,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00",75,1.71,0.12,"AI Overview, Video, Video carousel, People also ask, Related searches, Things to know",220000000
"modelcontext,protocol",modelcontext protocol,Informational,320,"0.13,1.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",67,1.71,0.12,"Video, Video carousel, Short videos, People also ask, Related searches, Things to know",160
"modelcontext,org",modelcontext.org,Informational,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",56,0.00,0.00,Video,4640000
modelcontextprotocol,modelcontextprotocol,Informational,1600,"1.00,0.79,0.79,0.54,0.37,0.29,0.24,0.24,0.41,0.54,1.00,0.41",73,1.71,0.12,"Sitelinks, Video, Video carousel, Related searches, Things to know",131
"modelcontextprotocol,sdk",modelcontextprotocol sdk,Informational,260,"0.02,0.19,0.66,0.12,0.44,0.06,0.66,0.29,0.54,1.00,0.44,0.54",54,0.00,0.04,"AI Overview, Video, People also ask, Related searches",134
"ios,modelcontextprotocol",modelcontextprotocol.io,"Informational, Navigational",110,"0.00,0.00,1.00,0.80,0.42,0.19,0.19,0.26,0.53,0.26",76,0.00,0.06,"Video, People also ask",7450000
"module,paper",module paper,Informational,260,"0.46,1.00,0.04,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01",4,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",375000000
"mcp,popular,servers",most popular mcp servers,Informational,170,"1.00,1.00,1.00,0.80,0.80,1.00,0.42,0.52,0.66,0.66,1.00,0.66",25,2.79,0.14,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches, Ads middle",127
"mcp,servers,use",most useful mcp servers,Informational,50,"0.52,0.52,0.52,0.09,0.09,0.09,0.23,0.14,0.09,0.42,0.33,1.00",28,3.35,0.18,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",124
"ai,mpc",mpc ai,Informational,320,"0.43,1.00,1.00,0.81,0.54,0.81,0.14,0.10,1.00,0.43,0.54,0.54",57,0.62,0.87,"AI Overview, Video, Video carousel, People also ask, Related searches",107
"claude,mpc",mpc claude,Informational,50,"0.19,0.09,0.19,0.81,0.09,0.09,0.09,0.09,0.09,0.09,1.00,0.09",81,10.38,0.06,"Sitelinks, Video, Video carousel, People also ask, Related searches",107
"llm,mpc",mpc llm,Informational,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",31,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches",124
"mpc,protocol",mpc protocol,Informational,90,"1.00,0.83,0.65,0.65,0.53,0.41,0.29,0.24,0.24,0.29,0.41,0.11",70,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches",161
"mpc,servers",mpc servers,Informational,110,"1.00,0.18,1.00,0.53,0.53,1.00,0.24,0.24,0.41,0.00,1.00,0.41",80,1.81,0.05,"Sitelinks, Video, People also ask, Related searches, Ads bottom",123
"desktop,mps",mps desktop,Commercial,40,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00",25,0.00,0.00,"Sitelinks, Related searches",38500000
"context,multi",multi context,Navigational,40,"0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,1.00,0.18,0.18,0.18",19,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches",152
"context,multi,protocol",multi context protocol,Informational,90,"1.00,1.00,1.00,0.64,0.52,0.17,0.41,0.05,0.52,0.52,0.23,0.11",74,2.94,0.11,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",155
"context,multi,protocol",multi-context protocol,Informational,50,"0.09,1.00,0.00,0.45,0.27,0.27,0.81,0.63",61,2.94,0.11,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",157
"mcp,must,servers",must have mcp servers,Informational,110,"0.03,0.03,0.04,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",37,0.00,0.06,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",19100000
"anthropic,ncp",ncp anthropic,Navigational,140,"1.00,0.81,0.67,0.42,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00",94,2.92,0.05,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",64700
"ncp,protocol",ncp protocol,Informational,50,"0.64,1.00,0.29,0.11,0.29,0.29,0.23,0.11,0.11,0.11,0.11,0.11",21,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches",2490000
"ncp,servers",ncp servers,Informational,70,"0.14,0.14,0.23,1.00,0.23,0.80,0.52,0.33,0.23,0.52,0.33,0.52",19,0.00,0.02,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",115000
"mcp,news",news mcp,Informational,40,"1.00,0.64,0.50,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.21",39,0.00,0.01,"Video, Video carousel, Related searches",132
onemcp,onemcp,Navigational,50,"0.29,1.00,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,0.00,0.33,"Sitelinks, Video, Related searches",134
"mcp,open",open mcp,Informational,50,"0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",47,0.00,0.02,"AI Overview, Reviews, Video, Video carousel, Related searches",134
"mcp,memory,open",open memory mcp,"Informational, Commercial",70,"0.82,0.64,0.64,1.00,0.41,0.41,0.29,0.23,0.23,0.11,0.11,0.11",35,0.00,0.00,"Image, Video, Related searches",91
"client,mcp,open,source",open source mcp client,Informational,50,"1.00,0.64,0.29,0.41,0.17,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Ads bottom",138
"mcp,open,servers,source",open source mcp servers,Informational,210,"0.80,1.00,1.00,0.80,0.80,0.80,0.65,0.42,0.53,1.00,0.53,0.80",54,1.95,0.15,"Sitelinks, AI Overview, Video, Related searches, Ads bottom, Ads middle",123
"adoption,context,model,openai,protocol",openai adopts model context protocol,Informational,70,"0.23,0.33,1.00,0.80,0.66,0.04,0.00,0.00,0.00,0.00,0.00",54,0.00,0.00,"Sitelinks, Video, Related searches, Ads bottom",115
"mcp,openhands",openhands mcp,Informational,50,"0.78,0.14,0.14,1.00,0.50,0.14,0.64,0.14,0.14,0.14,0.14,0.14",10,0.00,0.02,"Sitelinks, Video, Video carousel, Related searches",98
"mcp,opensource,servers",opensource mcp servers,Commercial,210,"0.80,0.80,1.00,0.80,0.80,0.80,0.53,0.53,0.53,1.00,0.65,0.34",15,3.00,0.17,"Sitelinks, AI Overview, Video, Related searches, Ads top, Ads bottom",128
"25,paradigm",paradigm 25,Informational,40,"0.11,0.11,0.64,1.00,0.11,0.11,0.17,0.11,0.11,0.11,0.11,0.11",12,0.00,0.52,"Sitelinks, Image, Image pack, Video, Knowledge panel, Discussions and forums, Related searches",124000000
"mcp,popular,servers",popular mcp servers,Informational,260,"0.43,0.82,0.66,0.66,0.53,0.35,0.66,0.43,0.82,1.00,0.82,0.66",24,2.84,0.21,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",114
"premise,studio,top",premise studio tops,Commercial,50,"1.00,0.18,0.26,0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,1.00",14,0.29,1.00,"Sitelinks, Image, Video, Related searches",222
"mcp,public,server",public mcp server,"Informational, Commercial",40,"0.00,0.33,0.55,0.44,1.00,1.00,0.00,0.55,0.00,0.77,0.00,0.33",68,3.03,0.27,"Sitelinks, Reviews, Video, Video carousel, Related searches, Ads top, Ads bottom",132
"mcp,public,servers",public mcp servers,Informational,260,"0.23,1.00,0.54,0.36,0.44,0.44,0.23,0.23,0.15,0.36,0.23,0.19",65,1.31,0.34,"Sitelinks, Video, Video carousel, People also ask, Related searches",132
"mcps,public",public mcps,Informational,5400,"0.10,0.10,0.10,0.13,0.13,0.13,0.10,0.36,0.66,1.00,0.36,0.13",56,3.21,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches",118
"mcp,pulse",pulse mcp,Navigational,210,"0.14,1.00,0.09,0.17,0.17,0.04,0.07,0.11,0.03,0.09,0.07,0.17",30,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",184
"awesome,mcp,punkpeye,servers",punkpeye awesome mcp servers,Navigational,50,"0.58,0.58,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27",7,11.10,0.06,"Sitelinks, Reviews, Video, Video carousel, Discussions and forums, Related searches",9580
"awesome,mcp,punkpeye,servers",punkpeye/awesome-mcp-servers,Navigational,40,"0.00,0.00,0.02,0.00,0.02,1.00,0.00,0.00,0.00,0.05,0.00,0.05",25,0.00,0.04,"Video, Related searches, Ads top, Ads bottom",96
"claude,code,mcp,puppet",puppeteer mcp claude code,Informational,50,"0.09,1.00,1.00,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",24,0.00,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",148000
"fastmcp,python",python fastmcp,Informational,140,"0.53,0.65,1.00,0.80,0.80,1.00,0.53,0.53,0.65,0.65,0.53,0.53",42,3.10,0.07,"Video, Related searches",232000
"cli,redshift",redshift cli,Navigational,40,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.26",38,0.00,0.33,"Sitelinks, Video, Related searches",4640000
"mcp,ref,tool",ref.tools mcp,Navigational,40,"0.00,0.19,0.04,1.00,0.19,0.04,0.09,0.66,0.09,0.09,0.09,0.09",,0.00,0.33,"Sitelinks, Reviews, Video, Related searches",162
"mcp,remote,servers",remote mcp servers,Informational,480,"0.59,0.72,1.00,0.59,0.59,0.59,0.32,0.26,0.21,0.32,0.14,0.26",24,4.08,0.19,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches, Ads middle",179
"dx,mcp,salesforce",salesforce dx mcp,Informational,70,"0.00,0.11,0.29,0.52,0.41,0.52,0.41,0.29,0.52,0.52,1.00,1.00",26,27.36,0.20,"Sitelinks, Reviews, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",104
"dx,mcp,salesforce,server",salesforce dx mcp server,Informational,140,"0.00,0.04,0.06,0.09,0.09,0.15,0.15,0.19,0.23,0.19,1.00,0.81",32,6.30,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",105
"mcp,salesforce",salesforce mcp,Informational,1600,"0.08,0.36,0.81,0.65,1.00,0.43,0.22,0.20,0.43,0.43,0.65,1.00",30,0.00,0.05,"AI Overview, Video, Related searches",103
"mcp,salesforce,server",salesforce mcp server,Informational,1000,"0.25,0.52,0.52,0.84,0.84,0.68,0.37,0.31,0.52,0.68,0.84,1.00",47,5.90,0.11,"AI Overview, Video, Video carousel, Related searches",109
"host,mcp,self",self hosted mcp,Informational,40,"1.00,0.11,0.52,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.05,0.11",10,3.50,0.08,"Sitelinks, AI Overview, Video, Video carousel, Related searches",129
"mcp,seo",seo mcp,Informational,90,"0.03,0.03,0.05,1.00,0.04,0.04,0.04,0.04,0.19,0.07,0.19,0.15",10,4.54,0.49,"Sitelinks, Video, Video carousel, Short videos, Related searches, Ads bottom",15300000
"mcp,servidor",servidores mcp,"Informational, Commercial",50,"0.03,0.03,0.03,0.03,1.00,0.00,0.00,0.03,0.03,0.03,0.03,0.01",39,0.00,0.26,"AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle",132
"mcp,server,simple",simple mcp server,Informational,30,"1.00,0.71,1.00,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.42",26,1.61,0.28,"Sitelinks, Video, Video carousel, Related searches",110
sitemcp,sitemcp,Navigational,30,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",71,3.64,0.07,"Sitelinks, Reviews, Video, Video carousel, Related searches",3310
"mcp,software",software mcp,Informational,30,"0.43,0.43,0.00,0.43,0.00,0.43,0.43,0.29,0.57,0.43,1.00,1.00",68,3.27,0.13,"AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know",128
"stand,universale",stands universales,Commercial,40,"0.77,0.77,0.55,0.00,0.00,0.77,0.00,0.00,1.00,0.00,0.00,0.00",0,0.28,0.82,"Image pack, Related searches",160
"mcp,support",support mcp,Informational,90,"0.65,1.00,0.00,0.65,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.05",45,4.41,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",127
"mcp,support",support.mcp,Informational,30,"0.00,0.00,0.00,0.00,0.00,0.64,0.50,0.00,0.64,0.78,0.00,1.00",50,4.41,0.04,"Sitelinks, AI Overview, Video, People also ask",129
"mcp,server,test",test mcp server,Informational,140,"0.42,0.65,0.80,1.00,1.00,0.65,0.42,0.53,0.42,0.65,0.65,0.65",34,3.74,0.31,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",59400000
"mcp,servers,top",top mcp servers,Informational,320,"0.66,0.82,0.82,0.66,0.53,0.53,0.82,0.66,1.00,0.82,1.00,0.82",26,2.88,0.23,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",120
"mcp,understanding",understanding mcp,Informational,70,"0.07,1.00,0.12,0.12,0.12,0.10,0.07,0.07,0.12,0.10,0.17,0.12",60,4.47,0.43,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",124
"mcp,unleashed",unleash mcp,Informational,40,"0.00,0.41,1.00,0.11,0.11,0.64,0.11,0.11,0.11,0.17,0.23,0.29",14,0.00,0.03,"Reviews, Video, Related searches",108
"code,mcp,servers,use,vs",use mcp servers in vs code,"Informational, Commercial",70,"0.14,0.14,0.35,1.00,0.64,1.00,0.64,0.28,0.28,0.35,0.14,0.14",30,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom",146
"mcp,servers,use",useful mcp servers,Informational,70,"0.33,0.52,0.80,0.52,0.80,1.00,0.09,0.09,0.80,0.52,0.52,0.80",31,2.48,0.22,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",48300000
"ai,mcp,vercel",vercel ai mcp,"Navigational, Transactional",40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",22,0.00,0.03,"Sitelinks, Video, Related searches, Ads bottom",5560000
"ai,mcp,sdk,vercel",vercel ai sdk mcp,Informational,170,"1.00,0.42,1.00,0.65,0.42,1.00,0.35,0.19,0.42,0.35,0.19,0.19",30,0.00,0.00,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches",95
"mcp,vercel",vercel mcp,Navigational,720,"0.13,0.24,0.24,0.24,0.34,0.44,0.65,0.34,1.00,0.82,0.65,0.44",45,4.60,0.01,"Sitelinks, Video, Video carousel, Related searches",100
"claude,code,mcp,vercel",vercel mcp claude code,Informational,140,"0.00,0.00,0.53,1.00,0.10,0.43,0.10,0.05,0.66,0.82,0.82,0.05",28,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, Related searches",104
"mcp,server,vercel",vercel mcp server,"Navigational, Transactional",320,"0.29,0.36,0.19,0.29,0.36,0.36,0.29,0.23,1.00,0.44,0.29,0.29",37,11.57,0.06,"Sitelinks, Video, Related searches",103
"mcp,verify",verify mcp,Informational,50,"0.78,0.56,0.78,1.00,0.78,0.78,0.56,0.56,0.56,0.56,0.78,0.78",12,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches",21500000
"code,mcp,studio,visual",visual studio code mcp,Informational,70,"0.52,0.52,1.00,0.64,0.52,0.29,0.23,0.17,0.23,0.17,0.17,0.23",52,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",105
"code,mcp,servers,studio,visual",visual studio code mcp servers,Informational,70,"0.11,0.11,0.17,0.52,0.52,1.00,0.52,0.17,0.17,0.64,0.64,0.17",50,12.77,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel",133
"code,copilot,mcp,support,vs",vs code copilot mcp support,"Informational, Commercial",70,"1.00,0.00,0.00,0.00",40,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",139
"code,mcp,vs",vs code mcp,"Informational, Commercial",260,"0.66,0.82,1.00,0.66,0.53,0.53,0.66,0.35,0.35,0.43,0.35,0.35",52,0.00,0.02,"Sitelinks, Video, Video carousel, Related searches, Ads bottom",90
"client,code,mcp,vs",vs code mcp client,Commercial,50,"0.17,0.17,0.17,0.82,1.00,0.41,0.41,0.17,0.23,0.11,0.17,0.17",40,0.00,0.33,"Sitelinks, Reviews, Video, Video carousel, People also ask",106
"client,code,extension,mcp,vs",vs code mcp client extension,"Informational, Commercial",260,"1.00,0.00,0.67,0.44,0.19,0.00,0.04,0.00,0.01",32,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",106
"code,extension,mcp,vs",vs code mcp extension,"Informational, Commercial",210,"0.06,0.18,0.18,0.81,1.00,0.66,0.66,0.44,0.28,0.15,0.06,0.08",44,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",46300000
"code,mcp,server,vs",vs code mcp server,"Informational, Commercial",170,"0.54,0.54,1.00,0.43,0.43,0.43,0.22,0.10,0.18,0.14,0.22,0.14",47,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Related searches",59700000
"code,markitdown,mcp,server,vs",vs code mcp server markitdown-mcp,"Informational, Commercial",320,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",35,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",130
"code,mcp,servers,vs",vs code mcp servers,"Informational, Commercial",110,"0.07,0.07,0.65,0.80,1.00,1.00,1.00,0.65,0.53,0.53,0.65,0.65",53,0.00,0.02,"Sitelinks, AI Overview, Video, Related searches",45200000
"add,mcp,server,vscode",vscode add mcp server,Informational,70,"0.33,0.33,1.00,0.52,0.42,0.80,0.23,0.23,0.80,0.52,0.42,0.52",39,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Discussions and forums, Related searches",26000000
"copilot,mcp,vscode",vscode copilot mcp,Informational,90,"1.00,0.53,0.53,0.26,0.19,0.15,0.11,0.15,0.11,0.15,0.11,0.11",49,0.00,0.06,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",103
"mcp,vscode",vscode mcp,Informational,720,"0.77,0.77,1.00,0.56,0.68,0.56,0.37,0.25,0.37,0.30,0.37,0.37",60,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches",88
"client,mcp,vscode",vscode mcp client,Informational,50,"1.00,0.55,0.78,0.55,0.44,0.33,0.44,0.22,0.22,0.22,0.22,0.22",50,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",87
"extension,mcp,vscode",vscode mcp extension,Informational,40,"1.00,0.71,0.57,0.42,1.00,0.71,0.42,0.42,0.28,0.57,0.14,0.14",52,7.32,0.01,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",91
"json,mcp,vscode",vscode mcp.json,Informational,110,"0.35,0.50,1.00,1.00,0.78,1.00,0.78,0.50,0.64,0.78,0.78,1.00",53,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask",36
"mcp,wappalyzer",wappalyzer mcp,Informational,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00",27,0.00,0.00,"AI Overview, Reviews, Video, Related searches",103
"mcp,search,web",web search mcp,"Informational, Commercial",210,"0.29,0.81,0.66,0.43,0.54,1.00,0.54,0.54,0.43,0.66,0.54,1.00",30,2.93,0.03,"Sitelinks, AI Overview, Image, Video, Related searches",59800000
"mcp,wechat",wechat mcp,Navigational,70,"0.17,1.00,0.17,1.00,0.17,0.17,1.00,0.17,0.23,0.11,0.64,0.64",21,0.00,0.01,"Sitelinks, Video, Related searches",78
mcp,what are mcp,Informational,140,"0.65,0.65,0.65,0.34,0.34,0.42,0.34,0.15,0.65,0.53,1.00,0.80",55,0.37,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",127
"ai,mcp",what are mcp ai,Informational,30,"1.00,0.77,0.11,0.77,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",63,2.79,0.15,"AI Overview, Video, People also ask, Related searches",127
"ai,mcp",what are mcp in ai,Informational,50,"0.11,0.64,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",75,0.82,0.20,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",188
"ai,mcp,servers",what are mcp servers in ai,Informational,110,"0.33,0.33,0.33,0.81,0.09,0.81,0.09,0.09,1.00,1.00,0.43,0.66",50,1.99,0.43,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",190
mcp,what are mcp's,Informational,40,"0.14,0.21,0.14,0.50,0.14,0.21,0.07,0.28,1.00,0.14,0.14,0.35",68,0.00,0.03,"AI Overview, Video, Video carousel, People also ask, Related searches",129
"ai,mcps",what are mcps ai,Informational,40,"0.11,0.11,0.64,0.29,0.41,0.41,0.23,0.23,0.29,1.00,1.00,1.00",41,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",108
"ai,mcps",what are mcps in ai,Informational,70,"1.00,0.11,0.11,0.23,0.23,0.41,0.41,0.11,0.52,0.41,0.52,0.52",55,1.17,0.06,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",204
"components,mcp,system",what are the components of an mcp system,Informational,1300,1.00,50,0.00,0.00,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom",209
"mcp,servers",what do mcp servers do,Informational,30,"0.11,0.23,0.64,0.11,0.64,0.11,0.11,0.11,0.11,0.29,0.41,1.00",34,0.63,0.11,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",178
"mcp,server",what does an mcp server do,Informational,90,"0.23,0.52,0.52,0.52,0.80,0.52,0.80,0.09,1.00,0.66,0.80,1.00",57,0.53,0.23,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",60200000
mcp,what does mcp do,Informational,70,"0.41,0.64,0.41,0.29,0.29,0.29,0.29,0.11,0.11,1.00,0.64,1.00",62,1.17,0.04,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",131
"ai,mcp,meaning",what does mcp mean in ai,Informational,110,"0.05,0.28,0.53,0.28,0.43,0.43,0.43,0.66,0.23,0.43,1.00,1.00",58,1.69,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",65500000
"mcp,stand",what does mcp stand for,Informational,1300,"0.20,0.27,0.36,0.27,0.27,0.44,0.36,0.20,0.27,0.44,0.66,1.00",71,0.57,0.01,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",110000000
"ai,mcp,stand",what does mcp stand for in ai,Informational,260,"0.24,0.36,0.24,0.20,0.16,0.30,0.20,0.24,0.30,0.55,0.76,1.00",69,5.01,0.02,"AI Overview, Video, People also ask, Related searches",173
mcp,what is a mcp,Informational,480,"0.16,0.25,0.31,0.31,0.46,0.37,0.31,0.25,0.31,0.68,0.52,1.00",49,0.51,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches",65300000
"agent,mcp",what is a mcp agent,Informational,50,"0.23,0.41,0.82,0.23,0.23,1.00,0.11,0.11,0.11,0.11,0.11,0.11",53,0.00,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",211
"ai,mcp",what is a mcp ai,Informational,30,"0.48,1.00,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48",53,1.52,0.27,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches",170
"ai,mcp",what is a mcp in ai,Informational,720,"0.04,0.04,1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.03",41,1.52,0.26,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",192
